x,y
1.0,NaN
1.1,-9.139345530757051
1.2000000000000002,-4.062479638579605
1.3000000000000003,-2.329152723051426
1.4000000000000004,-1.4339437373656327
1.5000000000000004,-0.8750862756638682
1.6000000000000005,-0.48508415395594606
1.7000000000000006,-0.19203755542503465
1.8000000000000007,0.040069329246114505
1.9000000000000008,0.231286988685393
2.000000000000001,0.39367406230224833
2.100000000000001,0.5349245048305713
2.200000000000001,0.6601826860751137
2.300000000000001,0.7730216258005095
2.4000000000000012,0.876002520762901
2.5000000000000013,0.9710108064221321
2.6000000000000014,1.0594664276542543
2.7000000000000015,1.1424600576022588
2.8000000000000016,1.2208440255884057
2.9000000000000017,1.295294615310437
3.0000000000000018,1.3663557368050205
3.100000000000002,1.4344701685990473
3.200000000000002,1.5000023164083638
3.300000000000002,1.563255063827031
3.400000000000002,1.624482433380018
3.500000000000002,1.6838992273906253
3.6000000000000023,1.7416884589842474
3.7000000000000024,1.7980071439725345
3.8000000000000025,1.8529908616797122
3.9000000000000026,1.9067573804976528
4.000000000000003,1.9594095653049177
4.100000000000002,2.011037728024516
4.200000000000002,2.0617215424127133
4.300000000000002,2.11153161492323
4.400000000000001,2.160530781966334
4.500000000000001,2.2087751881263804
4.6000000000000005,2.25631518620371
4.7,2.303196095737211
4.8,2.3494588418068982
4.8999999999999995,2.3951404982327595
4.999999999999999,2.440274750662732
5.099999999999999,2.4848922932453834
5.199999999999998,2.52902116982873
5.299999999999998,2.5726870686056342
5.399999999999998,2.615913577516674
5.499999999999997,2.6587224064320925
5.599999999999997,2.701133581096073
5.699999999999997,2.7431656129759854
5.799999999999996,2.784835648475203
5.899999999999996,2.826159600409103
5.999999999999996,2.8671522641846083
6.099999999999995,2.907827420745076
6.199999999999995,2.9481979280286543
6.2999999999999945,2.988275802427532
6.399999999999994,3.0280722915178737
6.499999999999994,3.067597939147893
6.599999999999993,3.106862643818268
6.699999999999993,3.1458757111598423
6.799999999999993,3.1846459012040906
6.899999999999992,3.223181471049022
6.999999999999992,3.261490213444027
7.099999999999992,3.299579491749691
7.199999999999991,3.337456271670704
7.299999999999991,3.3751271501103663
7.399999999999991,3.412598383135329
7.49999999999999,3.449875903399204
7.59999999999999,3.486965351632971
7.6999999999999895,3.523872090470175
7.799999999999989,3.560601224345931
7.899999999999989,3.5971576163677415
7.9999999999999885,3.633545903823058
8.099999999999989,3.6697705124532227
8.199999999999989,3.7058356696093315
8.299999999999988,3.741745416393267
8.399999999999988,3.777503618876161
8.499999999999988,3.8131139784770633
8.599999999999987,3.848580041576028
8.699999999999987,3.883905208428331
8.799999999999986,3.9190927414399295
8.899999999999986,3.954145772858271
8.999999999999986,3.9890673119273954
9.099999999999985,4.023860251551497
9.199999999999985,4.058527374506994
9.299999999999985,4.0930713592394
9.399999999999984,4.127494785277884
9.499999999999984,4.1618001382975205
9.599999999999984,4.195989814856423
9.699999999999983,4.230066126832627
9.799999999999983,4.264031305583293
9.899999999999983,4.297887505847002
9.999999999999982,4.331636809407976
10.099999999999982,4.3652812285395495
10.199999999999982,4.398822709242774
10.299999999999981,4.432263134294636
10.39999999999998,4.465604326119321
10.49999999999998,4.498848049494722
10.59999999999998,4.531996014105543
10.69999999999998,4.565049876953335
10.79999999999998,4.598011244633133
10.899999999999979,4.630881675485414
10.999999999999979,4.663662681631687
11.099999999999978,4.69635573090114
